,domain,grid_id,webview_height,webview_width,displays,clicks,landed_clicks,non_bounced_clicks,closing_events,avg_last_second_framerate,sov_short_ttc,sov_short_ttc_global,sov_short_ttc_score,landing_rate
4600,ID_3070,333519,250.0,300.0,2155,5.0,4.0,0.0,,95.4,,,,80.0
4601,ID_1701,333519,250.0,300.0,4760,23.0,22.0,3.0,1.0,64.27027027027027,,,,95.65
4602,ID_2857,333519,250.0,300.0,10205,3.0,1.0,0.0,,57.333333333333336,,,,33.33
4603,ID_4059,333346,250.0,300.0,19436,10.0,5.0,1.0,,63.46153846153846,,,,50.0
4604,ID_2921,333519,250.0,300.0,4335,3.0,1.0,0.0,2.0,65.8,,,,33.33
4605,ID_1512,333519,250.0,300.0,2313,1.0,1.0,1.0,,60.0,,,,100.0
4606,ID_1487,333519,250.0,300.0,3747,4.0,3.0,2.0,,57.2,,,,75.0
4607,ID_1293,333519,250.0,300.0,24102,2.0,0.0,0.0,,58.5,,,,0.0
4608,ID_397,333519,250.0,300.0,2315,3.0,2.0,0.0,8.0,43.333333333333336,,,,66.67
4609,ID_4169,333519,250.0,300.0,11381,14.0,14.0,8.0,3.0,59.0,,,,100.0
4610,ID_84,333519,250.0,300.0,11776,25.0,25.0,11.0,,66.2909090909091,,,,100.0
4611,ID_1006,333519,250.0,300.0,7714,6.0,5.0,3.0,,74.6,,,,83.33
4612,ID_1459,333519,250.0,300.0,9533,31.0,26.0,5.0,,71.95522388059702,,,,83.87
4613,ID_4385,333519,250.0,300.0,4793,2.0,1.0,0.0,,55.5,,,,50.0
4614,ID_483,333519,250.0,300.0,7529,8.0,7.0,1.0,,53.375,,,,87.5
4615,ID_1639,333519,250.0,300.0,15702,13.0,13.0,4.0,,55.142857142857146,,,,100.0
4616,ID_3545,333519,250.0,300.0,132775,99.0,87.0,39.0,6.0,65.59310344827587,,,,87.88
4617,ID_2008,333519,250.0,300.0,2664,4.0,4.0,1.0,,58.833333333333336,,,,100.0
4618,ID_1370,333519,250.0,300.0,9630,5.0,5.0,2.0,,45.6,,,,100.0
4619,ID_904,333519,250.0,300.0,4817,3.0,2.0,1.0,,53.0,,,,66.67
4620,ID_3630,333519,250.0,300.0,14463,25.0,22.0,10.0,,58.51219512195122,,,,88.0
4621,ID_3248,333519,250.0,300.0,3689,8.0,5.0,4.0,,51.5,,,,62.5
4622,ID_3290,333519,250.0,300.0,18400,70.0,58.0,25.0,2.0,57.51428571428571,,,,82.86
4623,ID_1539,333519,250.0,300.0,3209,4.0,4.0,0.0,,57.0,,,,100.0
4624,ID_1115,333519,,,3290,,,,,,,,,
4625,ID_3440,333346,,,5420,,,,,,,,,
4626,ID_2638,333519,,,2111,,,,,,,,,
4627,ID_1091,333346,,,2261,,,,,,,,,
4628,ID_3528,333519,,,4020,,,,,,,,,
4629,ID_293,333519,,,13734,,,,,,,,,
4630,ID_1993,333346,250.0,300.0,6379,18.0,13.0,5.0,1.0,63.28125,,,,72.22
4631,ID_3391,333346,250.0,300.0,26229,18.0,13.0,5.0,,72.0,,,,72.22
4632,ID_3191,333519,,,3242,,,,,,,,,
4633,ID_3422,333519,,,4436,,,,,,,,,
4634,ID_2182,333346,250.0,300.0,5715,1.0,1.0,0.0,16.0,2.0,,,,100.0
4635,ID_3669,333346,250.0,300.0,3081,3.0,3.0,1.0,,58.0,,,,100.0
4636,ID_149,333346,250.0,300.0,339447,225.0,190.0,125.0,25.0,69.29032258064517,,,,84.44
4637,ID_1579,333346,250.0,300.0,10738,12.0,10.0,9.0,,55.92857142857143,,,,83.33
4638,ID_2538,333346,250.0,300.0,3752,6.0,5.0,2.0,1.0,56.16666666666666,,,,83.33
4639,ID_3959,333346,250.0,300.0,2734,14.0,14.0,6.0,,59.59375,,,,100.0
4640,ID_2104,333346,250.0,300.0,2674,9.0,7.0,4.0,1.0,55.7,,,,77.78
4641,ID_3787,333346,,,10478,,,,1.0,,,,,
4642,ID_1016,333519,250.0,300.0,10178,51.0,40.0,14.0,3.0,67.96774193548387,,,,78.43
4643,ID_4562,333519,250.0,300.0,26553,80.0,71.0,31.0,12.0,57.51351351351352,,,,88.75
4644,ID_4462,333519,250.0,300.0,15980,41.0,35.0,13.0,2.0,57.4040404040404,,,,85.37
4645,ID_1275,333519,250.0,300.0,182633,172.0,149.0,67.0,11.0,59.01860465116279,,,,86.63
4646,ID_4245,333519,250.0,300.0,761411,550.0,332.0,68.0,145.0,62.61825726141079,,,,60.36
4647,ID_3770,333346,,,13441,,,,,,,,,
4648,ID_2786,333346,250.0,300.0,5073,14.0,11.0,5.0,,67.66666666666667,,,,78.57
4649,ID_3116,333346,250.0,300.0,4920,5.0,3.0,2.0,,115.57142857142856,,,,60.0
4650,ID_4003,333346,,,2277,,,,,,,,,
4651,ID_1560,333519,250.0,300.0,6149,11.0,10.0,6.0,1.0,66.32,,,,90.91
4652,ID_2609,333346,250.0,300.0,2799,5.0,4.0,2.0,,53.63636363636363,,,,80.0
4653,ID_168,333346,250.0,300.0,10112,19.0,18.0,13.0,,61.27586206896552,,,,94.74
4654,ID_1235,333346,250.0,300.0,2897,1.0,1.0,0.0,,49.0,,,,100.0
4655,ID_2732,333519,,,2478,,,,,,,,,
4656,ID_147,333519,250.0,300.0,3087,1.0,1.0,0.0,,114.0,,,,100.0
4657,ID_2952,333519,250.0,300.0,9161,39.0,32.0,20.0,,58.41860465116279,,,,82.05
4658,ID_2780,333519,250.0,300.0,6198,8.0,7.0,4.0,,46.3,,,,87.5
4659,ID_2248,333519,250.0,300.0,24449,9.0,8.0,6.0,,71.81818181818181,,,,88.89
4660,ID_4485,333519,250.0,300.0,4681,2.0,2.0,1.0,,58.0,,,,100.0
4661,ID_1798,333519,250.0,300.0,12685,48.0,38.0,15.0,1.0,63.472972972972975,,,,79.17
4662,ID_966,333519,250.0,300.0,12869,4.0,4.0,3.0,1.0,52.75,,,,100.0
4663,ID_1227,333519,250.0,300.0,2494,10.0,8.0,2.0,,46.22222222222222,,,,80.0
4664,ID_3291,333519,250.0,300.0,2652,3.0,0.0,0.0,1.0,36.8,,,,0.0
4665,ID_2366,333519,250.0,300.0,59957,198.0,152.0,68.0,11.0,60.2054794520548,,,,76.77
4666,ID_177,333519,250.0,300.0,17180,25.0,25.0,16.0,1.0,62.12244897959184,,,,100.0
4667,ID_106,333519,250.0,300.0,6748,1.0,1.0,0.0,,59.0,,,,100.0
4668,ID_1341,333519,250.0,300.0,2107,5.0,5.0,3.0,2.0,68.14285714285714,,,,100.0
4669,ID_1641,333519,250.0,300.0,101235,324.0,300.0,129.0,16.0,59.47680890538033,,,,92.59
4670,ID_2039,333519,250.0,300.0,41408,29.0,22.0,9.0,10.0,60.52173913043478,,,,75.86
4671,ID_3835,333519,250.0,300.0,9711,6.0,4.0,1.0,1.0,45.833333333333336,,,,66.67
4672,ID_3553,333519,250.0,300.0,51047,79.0,63.0,19.0,12.0,57.91588785046729,,,,79.75
4673,ID_3357,333519,250.0,300.0,21501,30.0,24.0,8.0,,63.5925925925926,,,,80.0
4674,ID_404,333519,250.0,300.0,2528,2.0,2.0,1.0,,86.5,,,,100.0
4675,ID_2948,333519,250.0,300.0,64849,198.0,172.0,54.0,5.0,61.1726618705036,,,,86.87
4676,ID_4023,333519,250.0,300.0,2635,4.0,4.0,1.0,,79.5,,,,100.0
4677,ID_769,333346,,,4500,,,,,,,,,
4678,ID_2867,333519,250.0,300.0,4735,9.0,7.0,3.0,3.0,54.22222222222222,,,,77.78
4679,ID_8,333519,250.0,300.0,50581,238.0,190.0,83.0,5.0,66.79597701149426,,,,79.83
4680,ID_2645,333519,250.0,300.0,6763,4.0,4.0,1.0,1.0,57.0,,,,100.0
4681,ID_279,333519,250.0,300.0,8319,45.0,24.0,10.0,48.0,46.950819672131146,,,,53.33
4682,ID_3420,333346,250.0,300.0,6628,16.0,15.0,10.0,,59.30769230769231,,,,93.75
4683,ID_1279,333346,250.0,300.0,14605,39.0,26.0,14.0,8.0,61.8,,,,66.67
4684,ID_3906,333346,250.0,300.0,16225,49.0,41.0,16.0,2.0,72.41379310344827,,,,83.67
4685,ID_2658,333519,,,3061,,,,3.0,,,,,
4686,ID_1051,333519,,,3090,,,,,,,,,
4687,ID_291,333519,250.0,300.0,3568,16.0,15.0,5.0,2.0,68.0,,,,93.75
4688,ID_484,333519,250.0,300.0,2321,3.0,1.0,0.0,1.0,89.0,,,,33.33
4689,ID_3496,333519,250.0,300.0,4549,14.0,13.0,7.0,,66.08823529411765,,,,92.86
4690,ID_313,333346,,,5056,,,,1.0,,,,,
4691,ID_4049,333519,,,2496,,,,,,,,,
4692,ID_2822,333519,,,3062,,,,,,,,,
4693,ID_3008,333519,,,2263,,,,,,,,,
4694,ID_4148,333346,,,5046,,,,,,,,,
4695,ID_1390,333346,250.0,300.0,2642,2.0,2.0,1.0,2.0,45.5,,,,100.0
4696,ID_2983,333519,,,4036,,,,2.0,,,,,
4697,ID_2151,333519,,,3179,,,,,,,,,
4698,ID_4591,333519,250.0,300.0,2191,2.0,2.0,2.0,,55.0,,,,100.0
4699,ID_1653,333519,250.0,300.0,6642,14.0,11.0,6.0,2.0,64.61111111111111,,,,78.57
4700,ID_1333,333519,,,8842,,,,,,,,,
4701,ID_1490,333519,,,2172,,,,,,,,,
4702,ID_3460,333519,250.0,300.0,2209,1.0,0.0,0.0,,30.0,,,,0.0
4703,ID_2557,333519,250.0,300.0,6354,25.0,20.0,6.0,1.0,69.69767441860465,,,,80.0
4704,ID_1948,333519,250.0,300.0,51300,36.0,29.0,12.0,3.0,56.03225806451613,,,,80.56
4705,ID_2228,333519,,,2698,,,,,,,,,
4706,ID_4448,333519,,,2903,,,,2.0,,,,,
4707,ID_3051,333346,250.0,300.0,15013,11.0,7.0,1.0,,55.66666666666666,,,,63.64
4708,ID_1531,333346,250.0,300.0,9176,1.0,1.0,0.0,,17.0,,,,100.0
4709,ID_963,333346,250.0,300.0,2817,3.0,2.0,2.0,,45.333333333333336,,,,66.67
4710,ID_2025,333519,250.0,300.0,6240,1.0,0.0,0.0,1.0,9.0,,,,0.0
4711,ID_2183,333519,250.0,300.0,27835,31.0,24.0,10.0,3.0,73.62264150943396,,,,77.42
4712,ID_1908,333519,250.0,300.0,2196,4.0,4.0,1.0,4.0,64.75,,,,100.0
4713,ID_2451,333519,250.0,300.0,14291,10.0,10.0,4.0,3.0,37.44444444444444,,,,100.0
4714,ID_2610,333519,250.0,300.0,10560,10.0,10.0,5.0,,63.27272727272727,,,,100.0
4715,ID_842,333519,250.0,300.0,3717,2.0,2.0,1.0,1.0,54.5,,,,100.0
4716,ID_4176,333519,250.0,300.0,4043,3.0,2.0,0.0,1.0,88.66666666666667,,,,66.67
4717,ID_4110,333519,250.0,300.0,3720,6.0,5.0,2.0,1.0,46.833333333333336,,,,83.33
4718,ID_3148,333519,250.0,300.0,16563,48.0,41.0,15.0,5.0,56.50961538461539,,,,85.42
4719,ID_1760,333519,250.0,300.0,12864,2.0,1.0,0.0,6.0,4.0,,,,50.0
4720,ID_4083,333519,250.0,300.0,26263,2.0,2.0,0.0,,53.5,,,,100.0
4721,ID_4005,333519,250.0,300.0,12470,2.0,0.0,0.0,8.0,59.0,,,,0.0
4722,ID_2465,333519,250.0,300.0,2210,4.0,4.0,1.0,1.0,66.75,,,,100.0
4723,ID_3391,333519,250.0,300.0,26485,20.0,20.0,7.0,,63.5,,,,100.0
4724,ID_1554,333519,250.0,300.0,19228,66.0,54.0,24.0,5.0,71.22826086956522,,,,81.82
4725,ID_730,333519,250.0,300.0,2145,1.0,1.0,1.0,,59.0,,,,100.0
4726,ID_1531,333519,250.0,300.0,16316,3.0,1.0,0.0,,62.333333333333336,,,,33.33
4727,ID_161,333519,250.0,300.0,4377,7.0,6.0,3.0,,56.266666666666666,,,,85.71
4728,ID_2872,333519,250.0,300.0,7464,18.0,17.0,1.0,1.0,57.31578947368421,,,,94.44
4729,ID_1896,333519,250.0,300.0,12374,1.0,1.0,1.0,2.0,9.0,,,,100.0
4730,ID_1925,333519,250.0,300.0,7045,23.0,23.0,8.0,1.0,63.78787878787879,,,,100.0
4731,ID_3838,333519,250.0,300.0,3029,6.0,6.0,2.0,,101.5,,,,100.0
4732,ID_4294,333519,250.0,300.0,6582,11.0,11.0,1.0,1.0,62.90476190476191,,,,100.0
4733,ID_3953,333519,,,3094,,,,,,,,,
4734,ID_2130,333519,,,2200,,,,,,,,,
4735,ID_3067,333519,250.0,300.0,50069,219.0,179.0,61.0,16.0,62.64903846153846,,,,81.74
4736,ID_2030,333519,250.0,300.0,36361,11.0,10.0,7.0,3.0,58.94736842105263,,,,90.91
4737,ID_2315,333519,250.0,300.0,22621,13.0,11.0,1.0,3.0,63.61904761904762,,,,84.62
4738,ID_2963,333519,250.0,300.0,2636,8.0,7.0,3.0,,58.91666666666666,,,,87.5
4739,ID_3714,333519,250.0,300.0,6507,6.0,4.0,0.0,,76.0,,,,66.67
4740,ID_2291,333519,250.0,300.0,2839,3.0,3.0,0.0,,59.0,,,,100.0
4741,ID_2932,333519,250.0,300.0,2565,3.0,3.0,1.0,4.0,54.5,,,,100.0
4742,ID_906,333346,250.0,300.0,2775,1.0,1.0,1.0,1.0,60.0,,,,100.0
4743,ID_2276,333346,250.0,300.0,3089,4.0,4.0,3.0,,28.666666666666668,,,,100.0
4744,ID_354,333346,250.0,300.0,6099,6.0,3.0,0.0,,49.875,,,,50.0
4745,ID_3791,333346,250.0,300.0,33674,25.0,22.0,11.0,,60.4375,,,,88.0
4746,ID_1391,333346,250.0,300.0,13192,19.0,18.0,5.0,,68.56,,,,94.74
4747,ID_769,333519,250.0,300.0,14188,7.0,6.0,3.0,1.0,91.44444444444444,,,,85.71
4748,ID_295,333519,250.0,300.0,2249,7.0,7.0,7.0,,81.85714285714286,,,,100.0
4749,ID_1879,333519,250.0,300.0,15747,29.0,22.0,13.0,3.0,64.63414634146342,,,,75.86
4750,ID_1131,333519,250.0,300.0,12471,3.0,1.0,0.0,1.0,59.0,,,,33.33
4751,ID_31,333519,250.0,300.0,23183,78.0,63.0,25.0,5.0,67.73722627737226,,,,80.77
4752,ID_599,333519,250.0,300.0,9905,22.0,17.0,9.0,5.0,51.71428571428572,,,,77.27
4753,ID_2989,333346,250.0,300.0,5689,6.0,2.0,0.0,3.0,48.0,,,,33.33
4754,ID_1972,333519,,,2265,,,,,,,,,
4755,ID_2659,333519,,,4058,,,,,,,,,
4756,ID_1587,333346,,,4948,,,,,,,,,
4757,ID_2516,333519,,,10765,,,,,,,,,
4758,ID_817,333519,250.0,300.0,3975,3.0,1.0,0.0,1.0,65.66666666666667,,,,33.33
4759,ID_4138,333519,250.0,300.0,10799,24.0,18.0,4.0,1.0,57.42105263157895,,,,75.0
4760,ID_3400,333519,250.0,300.0,28447,68.0,61.0,19.0,8.0,72.9609375,,,,89.71
4761,ID_1584,333346,,,2263,,,,,,,,,
4762,ID_4585,333346,,,2366,,,,,,,,,
4763,ID_586,333519,250.0,300.0,6229,1.0,1.0,0.0,,11.0,,,,100.0
4764,ID_3903,333346,250.0,300.0,5396,3.0,3.0,1.0,2.0,67.0,,,,100.0
4765,ID_1619,333346,250.0,300.0,4349,7.0,7.0,0.0,,66.0,,,,100.0
4766,ID_4236,333346,250.0,300.0,2486,4.0,2.0,1.0,,72.5,,,,50.0
4767,ID_2204,333519,250.0,300.0,2978,4.0,4.0,0.0,,20.83333333333333,,,,100.0
4768,ID_746,333519,250.0,300.0,4983,11.0,9.0,4.0,,60.23529411764706,,,,81.82
4769,ID_556,333519,250.0,300.0,2662,2.0,2.0,1.0,1.0,56.5,,,,100.0
4770,ID_560,333519,250.0,300.0,4253,16.0,15.0,4.0,2.0,55.095238095238095,,,,93.75
4771,ID_3849,333519,250.0,300.0,5203,1.0,1.0,1.0,,56.0,,,,100.0
4772,ID_3550,333519,250.0,300.0,17250,17.0,15.0,5.0,1.0,65.64285714285714,,,,88.24
4773,ID_2666,333519,250.0,300.0,10142,36.0,28.0,16.0,5.0,64.3225806451613,,,,77.78
4774,ID_4002,333519,250.0,300.0,6737,12.0,8.0,5.0,4.0,44.57142857142857,,,,66.67
4775,ID_3037,333519,250.0,300.0,2188,1.0,1.0,0.0,,29.0,,,,100.0
4776,ID_2856,333519,250.0,300.0,2119,2.0,2.0,2.0,,48.0,,,,100.0
4777,ID_151,333519,250.0,300.0,8108,4.0,2.0,0.0,1.0,52.5,,,,50.0
4778,ID_3478,333346,250.0,300.0,2015,2.0,0.0,0.0,,59.0,,,,0.0
4779,ID_3991,333346,250.0,300.0,3457,1.0,1.0,1.0,,59.0,,,,100.0
4780,ID_1712,333346,250.0,300.0,3324,2.0,1.0,1.0,,49.5,,,,50.0
4781,ID_901,333519,,,14347,,,,,,,,,
4782,ID_3949,333346,250.0,300.0,6842,35.0,29.0,14.0,1.0,65.5609756097561,,,,82.86
4783,ID_4594,333346,,,6619,,,,,,,,,
4784,ID_2312,333346,250.0,300.0,7614,5.0,3.0,2.0,1.0,56.4,,,,60.0
4785,ID_1896,333346,250.0,300.0,26671,12.0,8.0,5.0,4.0,61.642857142857146,,,,66.67
4786,ID_2515,333346,250.0,300.0,7683,6.0,5.0,2.0,,59.333333333333336,,,,83.33
4787,ID_2668,333519,,,3080,,,,,,,,,
4788,ID_529,333346,250.0,300.0,60860,4.0,3.0,2.0,,59.0,,,,75.0
4789,ID_1055,333346,250.0,300.0,2325,3.0,3.0,0.0,,48.66666666666666,,,,100.0
4790,ID_1107,333346,250.0,300.0,4260,7.0,4.0,2.0,2.0,36.0,,,,57.14
4791,ID_230,333346,250.0,300.0,41036,41.0,34.0,7.0,1.0,58.905660377358494,,,,82.93
4792,ID_2273,333346,250.0,300.0,18068,6.0,6.0,4.0,4.0,60.16666666666666,,,,100.0
4793,ID_3316,333346,250.0,300.0,2007,1.0,1.0,1.0,,65.0,,,,100.0
4794,ID_4294,333346,250.0,300.0,2855,6.0,4.0,2.0,1.0,71.5,,,,66.67
4795,ID_535,333346,250.0,300.0,2096,4.0,3.0,0.0,1.0,89.16666666666667,,,,75.0
4796,ID_1902,333346,250.0,300.0,2237,1.0,0.0,0.0,,60.0,,,,0.0
4797,ID_105,333346,250.0,300.0,19729,8.0,8.0,3.0,,29.5,,,,100.0
4798,ID_4544,333519,250.0,300.0,7438,31.0,24.0,7.0,10.0,60.17948717948718,,,,77.42
4799,ID_1093,333519,250.0,300.0,27567,10.0,9.0,6.0,1.0,73.6,,,,90.0
4800,ID_152,333519,250.0,300.0,2847,1.0,1.0,1.0,,52.0,,,,100.0
4801,ID_3574,333519,250.0,300.0,5419,6.0,4.0,1.0,,56.375,,,,66.67
4802,ID_3534,333519,250.0,300.0,87069,102.0,90.0,30.0,4.0,61.41964285714285,,,,88.24
4803,ID_3750,333519,250.0,300.0,3741,10.0,7.0,3.0,6.0,55.81818181818182,,,,70.0
4804,ID_1041,333519,250.0,300.0,3073,2.0,2.0,1.0,,113.0,,,,100.0
4805,ID_538,333519,,,2415,,,,1.0,,,,,
4806,ID_3603,333519,,,3153,,,,,,,,,
4807,ID_1140,333519,,,8110,,,,,,,,,
4808,ID_2202,333519,,,2169,,,,1.0,,,,,
4809,ID_3203,333346,,,3806,,,,1.0,,,,,
4810,ID_3739,333519,,,3277,,,,,,,,,
4811,ID_328,333346,250.0,300.0,26459,10.0,7.0,4.0,,67.13333333333334,,,,70.0
4812,ID_3472,333346,250.0,300.0,2940,15.0,14.0,6.0,,50.333333333333336,,,,93.33
4813,ID_2389,333346,250.0,300.0,2913,1.0,1.0,0.0,,58.0,,,,100.0
4814,ID_4137,333346,250.0,300.0,13487,50.0,36.0,19.0,5.0,61.59090909090909,,,,72.0
4815,ID_2984,333346,250.0,300.0,35860,204.0,181.0,110.0,17.0,65.68896321070234,,,,88.73
4816,ID_2145,333346,250.0,300.0,2646,2.0,1.0,1.0,,39.0,,,,50.0
4817,ID_1741,333346,250.0,300.0,7309,14.0,12.0,7.0,1.0,66.66666666666667,,,,85.71
4818,ID_2680,333346,250.0,300.0,10614,7.0,6.0,2.0,,55.0,,,,85.71
4819,ID_733,333346,250.0,300.0,24583,35.0,32.0,16.0,2.0,59.84313725490196,,,,91.43
4820,ID_2662,333346,250.0,300.0,3045,4.0,4.0,1.0,,67.75,,,,100.0
4821,ID_2556,333346,250.0,300.0,24814,3.0,2.0,0.0,,128.33333333333334,,,,66.67
4822,ID_4021,333346,250.0,300.0,164209,30.0,23.0,7.0,1.0,67.97826086956522,,,,76.67
4823,ID_2874,333346,250.0,300.0,7032,4.0,3.0,1.0,4.0,70.83333333333333,,,,75.0
4824,ID_4519,333346,250.0,300.0,3542,1.0,1.0,1.0,1.0,45.0,,,,100.0
4825,ID_3526,333346,250.0,300.0,25795,120.0,106.0,22.0,15.0,63.60888888888889,,,,88.33
4826,ID_2967,333519,250.0,300.0,2709,7.0,5.0,2.0,2.0,54.8421052631579,,,,71.43
4827,ID_2166,333519,250.0,300.0,5770,10.0,8.0,3.0,1.0,75.5,,,,80.0
4828,ID_1928,333519,250.0,300.0,6516,9.0,8.0,6.0,,48.18181818181818,,,,88.89
4829,ID_1240,333519,,,2136,,,,,,,,,
4830,ID_749,333519,250.0,300.0,18967,12.0,8.0,4.0,4.0,56.5,,,,66.67
4831,ID_1777,333519,250.0,300.0,119554,234.0,184.0,69.0,236.0,64.95710455764075,,,,78.63
4832,ID_375,333519,250.0,300.0,2925,6.0,5.0,3.0,,102.0,,,,83.33
4833,ID_2500,333519,,,2336,,,,1.0,,,,,
4834,ID_2698,333346,,,2885,,,,,,,,,
4835,ID_1982,333519,250.0,300.0,4286,4.0,4.0,1.0,,66.5,,,,100.0
4836,ID_883,333519,250.0,300.0,2181,1.0,1.0,0.0,6.0,56.0,,,,100.0
4837,ID_3463,333519,250.0,300.0,14489,22.0,18.0,6.0,3.0,55.851851851851855,,,,81.82
4838,ID_3817,333519,250.0,300.0,3031,5.0,5.0,0.0,1.0,58.55555555555556,,,,100.0
4839,ID_1624,333519,250.0,300.0,58306,142.0,118.0,45.0,7.0,60.0,,,,83.1
4840,ID_3826,333519,250.0,300.0,2609,1.0,1.0,0.0,,60.0,,,,100.0
4841,ID_4326,333519,250.0,300.0,521491,581.0,481.0,163.0,81.0,47.785714285714285,,,,82.79
4842,ID_3034,333519,250.0,300.0,3509,12.0,12.0,8.0,1.0,59.625,,,,100.0
4843,ID_2665,333519,250.0,300.0,31088,63.0,47.0,21.0,40.0,52.25581395348837,,,,74.6
4844,ID_1247,333519,250.0,300.0,8020,17.0,16.0,5.0,4.0,61.526315789473685,,,,94.12
4845,ID_2434,333519,,,3931,,,,,,,,,
4846,ID_163,333346,250.0,300.0,6783,7.0,6.0,2.0,1.0,78.28571428571429,,,,85.71
4847,ID_3373,333346,250.0,300.0,13348,28.0,24.0,7.0,13.0,63.833333333333336,,,,85.71
4848,ID_4100,333346,250.0,300.0,3820,3.0,1.0,1.0,,58.0,,,,33.33
4849,ID_1881,333346,,,2331,,,,,,,,,
4850,ID_3575,333519,,,3383,,,,,,,,,
4851,ID_2915,333346,250.0,300.0,3641,6.0,3.0,0.0,,63.375,,,,50.0
4852,ID_3430,333346,250.0,300.0,13756,62.0,59.0,23.0,1.0,63.2906976744186,,,,95.16
4853,ID_1108,333519,250.0,300.0,26855,39.0,30.0,11.0,8.0,60.62264150943396,,,,76.92
4854,ID_4125,333346,250.0,300.0,4037,1.0,0.0,0.0,1.0,59.0,,,,0.0
4855,ID_3557,333346,250.0,300.0,13936,44.0,31.0,22.0,3.0,63.0566037735849,,,,70.45
4856,ID_882,333519,250.0,300.0,13007,1.0,1.0,1.0,,59.0,,,,100.0
4857,ID_4131,333519,250.0,300.0,6408,18.0,13.0,1.0,,53.25,,,,72.22
4858,ID_3510,333519,250.0,300.0,3022,10.0,6.0,3.0,,68.72222222222223,,,,60.0
4859,ID_1790,333519,250.0,300.0,2358,4.0,3.0,2.0,1.0,59.0,,,,75.0
4860,ID_568,333519,250.0,300.0,9894,15.0,13.0,5.0,,58.25714285714286,,,,86.67
4861,ID_3806,333519,250.0,300.0,3795,12.0,11.0,1.0,5.0,54.72727272727273,,,,91.67
4862,ID_1792,333519,250.0,300.0,133886,172.0,160.0,76.0,15.0,50.07630522088353,,,,93.02
4863,ID_1575,333519,250.0,300.0,2334,10.0,8.0,3.0,1.0,65.86363636363636,,,,80.0
4864,ID_3240,333519,250.0,300.0,2032,2.0,2.0,1.0,,87.5,,,,100.0
4865,ID_572,333519,250.0,300.0,7520,3.0,3.0,1.0,,59.66666666666666,,,,100.0
4866,ID_3320,333346,250.0,300.0,9350,9.0,8.0,4.0,,55.09090909090909,,,,88.89
4867,ID_2199,333519,250.0,300.0,6112,11.0,10.0,5.0,,42.27272727272727,,,,90.91
4868,ID_3376,333519,250.0,300.0,10437,7.0,5.0,3.0,,64.55555555555556,,,,71.43
4869,ID_2064,333519,250.0,300.0,5286,5.0,3.0,0.0,42.0,46.2,,,,60.0
4870,ID_3403,333519,250.0,300.0,3516,3.0,3.0,1.0,,79.0,,,,100.0
4871,ID_4028,333519,250.0,300.0,33889,26.0,15.0,7.0,2.0,52.064516129032256,,,,57.69
4872,ID_2641,333519,250.0,300.0,84994,266.0,239.0,79.0,6.0,65.77142857142857,,,,89.85
4873,ID_4446,333519,250.0,300.0,2479,9.0,6.0,3.0,,83.76470588235294,,,,66.67
4874,ID_4191,333519,250.0,300.0,2187,1.0,1.0,1.0,,59.0,,,,100.0
4875,ID_998,333519,250.0,300.0,2807,1.0,1.0,0.0,,119.0,,,,100.0
4876,ID_4321,333519,250.0,300.0,4580,1.0,0.0,0.0,,59.0,,,,0.0
4877,ID_3349,333519,250.0,300.0,4454,6.0,5.0,2.0,2.0,56.875,,,,83.33
4878,ID_617,333519,250.0,300.0,4765,1.0,1.0,1.0,,89.0,,,,100.0
4879,ID_2264,333519,250.0,300.0,17243,2.0,1.0,0.0,,49.5,,,,50.0
4880,ID_2998,333519,250.0,300.0,15970,21.0,17.0,8.0,3.0,66.0,,,,80.95
4881,ID_4235,333519,250.0,300.0,6739,14.0,12.0,2.0,1.0,61.833333333333336,,,,85.71
4882,ID_2771,333519,250.0,300.0,38099,14.0,10.0,6.0,1.0,63.0625,,,,71.43
4883,ID_449,333519,250.0,300.0,10934,1.0,0.0,0.0,,36.0,,,,0.0
4884,ID_1176,333346,250.0,300.0,23791,19.0,18.0,9.0,11.0,55.0,,,,94.74
4885,ID_460,333519,,,2607,,,,,,,,,
4886,ID_2981,333346,250.0,300.0,98421,237.0,219.0,126.0,13.0,61.57784431137725,,,,92.41
4887,ID_1255,333346,250.0,300.0,2418,6.0,6.0,5.0,,88.16666666666667,,,,100.0
4888,ID_2510,333346,250.0,300.0,48747,71.0,49.0,24.0,7.0,62.30681818181818,,,,69.01
4889,ID_1973,333346,250.0,300.0,4101,6.0,6.0,0.0,,85.21428571428571,,,,100.0
4890,ID_875,333346,250.0,300.0,9271,16.0,12.0,5.0,1.0,61.59375,,,,75.0
4891,ID_2903,333346,250.0,300.0,3846,3.0,1.0,1.0,1.0,48.0,,,,33.33
4892,ID_949,333346,250.0,300.0,2649,8.0,7.0,5.0,,58.91666666666666,,,,87.5
4893,ID_2298,333346,250.0,300.0,3262,24.0,22.0,9.0,4.0,61.03125,,,,91.67
4894,ID_1636,333346,250.0,300.0,6132,23.0,17.0,14.0,,65.64102564102564,,,,73.91
4895,ID_4521,333346,250.0,300.0,32125,4.0,4.0,3.0,1.0,60.0,,,,100.0
4896,ID_878,333346,250.0,300.0,3068,2.0,2.0,1.0,,31.0,,,,100.0
4897,ID_2349,333519,,,2212,,,,,,,,,
4898,ID_2633,333519,,,2261,,,,1.0,,,,,
4899,ID_4398,333519,,,2830,,,,1.0,,,,,
